REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2014,Wattenberg Gas Plant,1003254,1909 Powhaton Road,39.746431,-104.681535,Aurora,ADAMS,CO,80019,ANADARKO PETROLEUM CORP (100%);,63279,"C,NN,W"
2014,BOULDER LANDFILL,1006661,1600 SOUTH 66TH STREET,39.95,-105.2,BOULDER,BOULDER,CO,80303,"REPUBLIC SERVICES, INC (100%);",13662,HH
2014,University of Colorado Boulder - Utility Services,1002459,,40.0076,-105.2693,Boulder,Boulder,CO,80309,UNIVERSITY OF COLORADO AT BOULDER - UTILITY SERVICES (100%);,37411,C
2014,Valmont,1001463,1800 N 63RD ST,40.0195,-105.202,BOULDER,Boulder,CO,80302,XCEL ENERGY INC (100%);,1110275,"C,D"
2014,Valmont Combustion Turbine Facility,1001364,1800 N 63RD ST,40.0197,-105.202,BOULDER,Boulder,CO,80302,SOUTHWEST GENERATION OPERATING CO (100%);,301,"C,D"
2014,WESTERN AGGREGATES INCORPORATED,1004379,11728 HIGHWAY 93,39.90916,-105.23883,BOULDER,BOULDER,CO,80303,TEXAS INDUSTRIES INC (100%);,22099,C
2014,Fort Lupton Compressor Station,1001977,,40.1434,-104.7515,Brighton,Weld,CO,80601,ANADARKO PETROLEUM CORP (100%);,258424,"C,NN,W"
2014,Fredrick Compressor Station,1002206,,40.0573,-104.8852,Brighton,Weld,CO,80601,ANADARKO PETROLEUM CORP (100%);,54116,C
2014,Hudson Compressor Station,1002062,,40.2235,-104.7196,Brighton,Weld,CO,80601,ANADARKO PETROLEUM CORP (100%);,50998,C
2014,Plateville Compressor Station,1006880,,40.2235,-104.7196,Brighton,Weld,CO,80601,ANADARKO PETROLEUM CORP (100%);,41890,"C,W"
2014,Brush Power Projects,1001224,1500 S CLAYTON,40.2415,-103.631,BRUSH,Morgan,CO,80723,"BICENT POWER LLC (67%);VERESEN US POWER, INC (33%);",37940,"C,D"
2014,Manchief Generating Station,1001327,14936 COUNTY ROAD 24,40.2201,-103.679,BRUSH,Morgan,CO,80723,Atlantic Power Corporation (100%);,167089,"C,D"
2014,Pawnee,1001048,14940 County Road 24,40.2217,-103.6803,Brush,Morgan,CO,80723,XCEL ENERGY INC (100%);,3073710,"C,D"
2014,BLACK HILLS ELECTRIC- W.N. CLARK STATION,1005974,550 W US HIGHWAY 50,38.4347,-105.2507,CANON CITY,FREMONT,CO,81212,BLACK HILLS CORP (100%);,0,
2014,"CIG Station 5850 Cheyenne, CO",1002127,65657 Highway 85,40.908951,-104.892167,CARR,WELD,CO,80612,"El Paso Pipeline Partners, L.P. (100%);",57964,"C,W"
2014,LADDER CREEK HELIUM PLANT,1002352,41707 COUNTY ROAD P,39.014999,-102.413156,CHEYENNE WELLS,CHEYENNE,CO,80810,Phillips 66 (50%);SPECTRA ENERGY CORP (50%);,32082,C
2014,PIONEER NAT RESOURCES - COTTONTAIL PASS,1006559,,37.21847,-104.7824,COKEDALE,Las Animas,CO,81082,"PIONEER NATURAL RESOURCES USA, INC (100%);",42481,C
2014,PIONEER NAT RESOURCES - WET CANYON CS,1002534,,37.1519,-104.85782,COKEDALE,Las Animas,CO,81082,"PIONEER NATURAL RESOURCES USA, INC (100%);",40395,C
2014,XTO - HILL RANCH #1,1005401,,37.0588,-104.8765,COKEDALE,Las Animas,CO,81091,EXXONMOBIL CORP (100%);,26107,C
2014,PIONEER NAT RES - BURRO CANYON CS,1002533,,37.15515,-104.66506,COKEDALE 2.3 MI. W OF,Las Animas,CO,81082,"PIONEER NATURAL RESOURCES USA, INC (100%);",34393,C
2014,"PIONEER NATURAL RESOURCES, USA - RITA CA",1002536,SEC 12 T34S R66W,37.09901,-104.729713,"COKEDALE, 6.5 MI SW OF",LAS ANIMAS,CO,81082,"Pioneer Natural Resources USA, Inc. (100%);",0,
2014,PIONEER NAT RES - TAMBURELLI CS,1002535,,37.2532,-104.657,"COKEDALE, 7.7 MI N OF",Las Animas,CO,81082,"PIONEER NATURAL RESOURCES USA, INC (100%);",38209,C
2014,MVS Compressor Station,1001716,69861 Highway 330E,39.277176,-107.74001,Collbran,MESA,CO,81624,Piceance Energy LLC (100%);,15721,C
2014,Atmel Corporation,1009792,1150 E. Cheyenne Mountain Boulevard,38.789825,-104.824565,Colorado Springs,EL PASO,CO,80906,ATMEL CORP (100%);,341985,"C,I"
2014,Colorado Springs Landfill,1008019,1010 Blaney Road,38.847491,-104.572053,Colorado Springs,EL PASO,CO,80929,WASTE MANAGEMENT INC (100%);,170015,"C,HH"
2014,Colorado Springs Utilities - Transmission and Distribution System,1010253,121 S. Tejon St,38.83121,-104.82305,Colorado Springs,EL PASO COUNTY,CO,80903,COLORADO SPRINGS UTILITIES (100%);,2207,DD
2014,Martin Drake,1001465,700 S CONEJOS ST,38.8244,-104.8331,COLORADO SPRINGS,El Paso,CO,80903,COLORADO SPRINGS UTILITIES (100%);,1354055,"C,D"
2014,Frank Knutson Station,1000061,13501 POWHATEN ROAD,39.9414,-104.6817,COMMERCE CITY,Adams,CO,80022,TRI-STATE GENERATION & TRANSMISSION (100%);,10208,"C,D"
2014,SUNCOR ENERGY (USA) COMMERCE CITY REFINERY,1007923,5801 BRIGHTON BLVD,39.80488,-104.94298,COMMERCE CITY,ADAMS,CO,80022,SUNCOR ENERGY (USA) INC (100%);,921122,"C,MM,Y"
2014,TOWER LANDFILL INC,1006044,8480 TOWER ROAD,39.853416,-104.767499,COMMERCE CITY,DENVER,CO,80022,"REPUBLIC SERVICES, INC (100%);",62346,HH
2014,LINDE LLC CORTEZ PLANT,1007715,14207  RD G,37.327457,-109.017397,CORTEZ,MONTEZUMA,CO,81321,Linde LLC (100%);,879,"C,PP"
2014,Big Hole Compressor Station,1011077,37607 County Road 7,40.7685941,-107.763621,Craig,,CO,81625,"Rockies Express Holdings, LLC (50%);COPREX LLC (25%);P&S Project I, LLC (25%);",15977,"C,W"
2014,Craig,1001008,2101 S RANNEY,40.4627,-107.5912,CRAIG,Moffat,CO,81626,Platte River Power Authority (11.8%);TRI-STATE GENERATION & TRANSMISSION (50.17%);PACIFICORP (12.64%);SALT RIVER PROJECT (19.02%);XCEL ENERGY INC (6.37%);,9275762,"C,D"
2014,"WIC Station 7938 Snake River, CO",1008148,18640 County Road 4,40.97969,-107.71353,Craig,,CO,81625,"El Paso Pipeline Partners, L.P. (100%);",11406,"C,W"
2014,Conn Creek Compressor Station,1007414,,39.4819,-108.2479,De Beque,Garfield,CO,81630,OCCIDENTAL PETROLEUM CORP (100%);,36751,C
2014,DEBEQUE GAS PROCESSING FACILITY,1011635,,39.3269,-108.2431,De Beque,Mesa,CO,81630,"SUMMIT MIDSTREAM PARTNERS, LLC (100%);",25653,"C,W"
2014,#540 BONANZA CREEK ENERGY - DENVER BASIN,1000355,"410 17th Street, Suite 1500",39.74387,-104.98915,Denver,DENVER COUNTY,CO,80202,"BONANZA CREEK ENERGY, INC (100%);",243117,W
2014,395 Williston Basin QEP Energy Company,1009281,"1050 17th Street, Suite 500",39.748,-104.99461,Denver,DENVER COUNTY,CO,80265,QEP RESOURCES INC (100%);,1062195,W
2014,507 Central Western Overthrust QEP Energy Company,1008294,"1050 17th Street, Suite 500",39.748,-104.99461,Denver,DENVER COUNTY,CO,80265,QEP RESOURCES INC (100%);,27998,W
2014,535 Green River Basin QEP Energy Company,1008295,"1050 17th Street, Suite 500",39.748,-104.99461,Denver,DENVER COUNTY,CO,80265,QEP RESOURCES INC (100%);,221093,W
2014,575 Uinta Basin QEP Energy Company,1009282,"1050 17th Street, Suite 500",39.748,-104.99461,Denver,DENVER COUNTY,CO,80265,QEP RESOURCES INC (100%);,412646,W
2014,Antero Resources - 160 - Appalachian Basin (Utica),1010718,1615 Wynkoop Street,39.75256,-104.99887,Denver,DENVER COUNTY,CO,80202,Antero Resources Corporation (100%);,7151,W
2014,Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),1010183,1615 Wynkoop Street,39.75256,-104.99887,Denver,DENVER COUNTY,CO,80202,Antero Resources Corporation (100%);,91939,W
2014,Antero Resources - Chautauqua Platform Basin,1010809,1625 17th Street,39.75256,-104.99887,Denver,DENVER COUNTY,CO,80202,Antero Resources Corporation  (100%);,0,
2014,Antero Resources - Ouachita Folded Belt Basin,1010807,1625 17th Street,39.75256,-104.99887,Denver,DENVER COUNTY,CO,80202,Antero Resources Corporation (100%);,0,
2014,Antero Resources - South Oklahoma Folded Belt Basin,1010808,1625 17th Street,39.75256,-104.99887,Denver,DENVER COUNTY,CO,80202,Antero Resources Corporation  (100%);,0,
2014,Antero Resources- Arkoma Basin,1010182,1625 17th Street,39.75256,-104.99887,Denver,DENVER COUNTY,CO,80202,Antero Resources Corp (100%);,0,
2014,Arapahoe,1001460,2601 S PLATTE RIVER DR,39.67,-105.0028,DENVER,Denver,CO,80223,XCEL ENERGY INC (100%);,0,D
2014,Arapahoe Combustion Turbine Facility,1001360,2601 SOUTH PLATTE RIVER ROAD,39.6692,-105.0018,DENVER,Denver,CO,80223,SOUTHWEST GENERATION OPERATING CO (100%);,93919,"C,D"
2014,Bayswater Exploration & Production Denver Basin (540) Operations,1008087,"730 17th Street, Suite 610",39.74629,-104.99193,Denver,DENVER COUNTY,CO,80202,"Bayswater Exploration & Production, LLC (100%);",34430,W
2014,Baytex Energy USA LTD,1010289,600 17th Street,39.74529,-104.99079,Denver,DENVER COUNTY,CO,80202,Baytex Energy USA (100%);,0,
2014,Berry Petroleum Company - East Texas Basin 260,1008442,"1999 Broadway, Suite 3700",39.7483,-104.9874,Denver,DENVER,CO,80202,BERRY PETROLEUM CO (100%);,0,W
2014,Berry Petroleum Company - Los Angeles Basin 760,1008164,"1999 Broadway, Suite 3700",39.7483,-104.9874,Denver,DENVER,CO,80202,BERRY PETROLEUM CO (100%);,0,W
2014,Berry Petroleum Company - Permian Basin 430,1008166,"1999 Broadway, Suite 3700",39.7483,-104.9874,Denver,DENVER,CO,80202,BERRY PETROLEUM CO (100%);,0,W
2014,Berry Petroleum Company - Piceance Basin 585,1008165,"1999 Broadway, Suite 3700",39.7483,-104.9874,Denver,DENVER,CO,80202,BERRY PETROLEUM CO (100%);,0,W
2014,Berry Petroleum Company - San Joaquin Basin 745,1008163,"1999 Broadway, Suite 3700",39.7483,-104.9874,Denver,DENVER,CO,80202,BERRY PETROLEUM CO (100%);,0,W
2014,Berry Petroleum Company - Uinta Basin 575,1008167,"1999 Broadway, Suite 3700",39.7483,-104.9874,Denver,DENVER,CO,80202,BERRY PETROLEUM CO (100%);,0,W
2014,Bill Barrett Corporation - Denver Basin (540),1009354,"1099 18th Street, Suite 2300",39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,BILL BARRETT CORP (100%);,131712,W
2014,Bill Barrett Corporation - Piceance Basin (595),1009356,"1099 18th Street, Suite 2300",39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,BILL BARRETT CORP (100%);,0,W
2014,Bill Barrett Corporation - Powder River Basin (515),1009358,"1099 18th Street, Suite 2300",39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,BILL BARRETT CORP (100%);,71,W
2014,Bill Barrett Corporation - Uinta Basin (575),1009357,"1099 18th Street, Suite 2300",39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,BILL BARRETT CORP (100%);,168687,W
2014,Bill Barrett Corporation - Wind River Basin (530),1009360,"1099 18th Street, Suite 2300",39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,BILL BARRETT CORP (100%);,0,
2014,Caerus Oil and Gas Green River Basin (535) Operations,1009258,"600 17th Street, Suite 1600N",39.74529,-104.99079,Denver,DENVER COUNTY,CO,80202,Caerus Oil and Gas LLC (100%);,24795,W
2014,"Centennial Resource Production, LLC",1011690,1401 17th Street,39.7513405,-104.9969905,Denver,,CO,80202,"Centennial Resource Production, LLC (100%);",44885,W
2014,Central Western Overthrust - AAPG Province 507,1008264,1099 18th St. #1800,39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,ANADARKO PETROLEUM CORP (100%);,165552,W
2014,Cherokee,1007207,6198 FRANKLIN ST,39.8078,-104.9648,DENVER,Adams,CO,80216,XCEL ENERGY INC (100%);,3268697,D
2014,Crescent Point Energy Corporation Williston Basin (395) Operations,1010521,"555 17th Street, Suite 750",39.7452,-104.98916,Denver,DENVER COUNTY,CO,80202,Crescent Point Energy U.S. Corporation (100%);,58387,W
2014,DENVER INTERNATIONAL AIRPORT,1004796,8500 PENA BOULEVARD,39.83425,-104.70436,DENVER,DENVER,CO,80249,CITY & COUNTY OF DENVER (100%);,29196,C
2014,DJ Resources Inc - DJ Basin (AAPG Basin Number 540),1008349,"1600 Broadway, Suite 1960",44.51884,-109.05642,Denver,,CO,80202,"DJ Resources, LLC (100%);",1828,W
2014,Denver Basin - AAPG Province 540,1008202,1099 18th St. #1800,39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,ANADARKO PETROLEUM CORP (100%);,685654,W
2014,Discovery Natural Resources LLC - 430 Permian Basin,1010294,"410 17th Street, Suite 900",39.74387,-104.98915,Denver,DENVER COUNTY,CO,80202,"Discovery Natural Resources, LLC (100%);",120503,W
2014,Encana Oil & Gas - Denver Basin,1008206,"370 17th Street, Suite 1700",39.74346,-104.98796,Denver,DENVER COUNTY,CO,80202,Encana Oil & Gas (USA) Inc. (100%);,346201,W
2014,Encana Oil & Gas - Green River Basin,1008209,"370 17th Street, Suite 1700",39.74346,-104.98796,Denver,DENVER COUNTY,CO,80202,ENCANA OIL & GAS (USA) INC (100%);,0,
2014,Encana Oil & Gas - Gulf Coast Basin,1008090,"370 17th St, Ste 1700",39.7435172,-104.9884114,Denver,,CO,80202,ENCANA OIL & GAS (USA) INC (100%);,61271,W
2014,Encana Oil & Gas - Permian Basin,1008331,"370 17th Street, Suite 1700",39.74346,-104.98796,Denver,DENVER COUNTY,CO,80202,ENCANA OIL & GAS (USA) INC (100%);,101940,W
2014,Encana Oil & Gas - Piceance Basin,1008207,"370 17th Street, Suite 1700",39.74346,-104.98796,Denver,DENVER COUNTY,CO,80202,Encana Oil & Gas (USA) Inc. (100%);,650230,W
2014,Encana Oil & Gas - San Juan Basin,1008216,"370 17th Street, Suite 1700",39.74346,-104.98796,Denver,DENVER COUNTY,CO,80202,ENCANA OIL & GAS (USA) INC (100%);,80492,W
2014,Encana Oil & Gas - Wind River Basin,1008208,"370 17th Street, Suite 1700",39.74346,-104.98796,Denver,DENVER COUNTY,CO,80202,ENCANA OIL & GAS (USA) INC (100%);,47519,W
2014,Enerplus Resources (USA) Corporation - Williston Basin,1009595,"950 17th Street, Suite 2200",39.74754,-104.99378,Denver,DENVER COUNTY,CO,80202,Enerplus Resources Corporation (100%);,509959,W
2014,FEPC 220 Gulf Coast Basin,1009714,"1801 California Street, Suite 2500",39.7477036,-104.9897862,Denver,,CO,80202,MDU RESOURCES GROUP INC (100%);,0,W
2014,FEPC 395 Williston Basin,1009587,"1801 California Street, Suite 2500",39.7477036,-104.9897862,Denver,,CO,80202,MDU Resources Group Inc (100%);,151144,W
2014,FEPC 520 Big Horn Basin,1009586,"1801 California Street, Suite 2500",39.7477036,-104.9897862,Denver,,CO,80202,MDU Resources Group Inc (100%);,4485,W
2014,Felix - Basin 360,1011657,1530 16th Street,39.75104,-104.9998,Denver,DENVER COUNTY,CO,80202,"Felix Energy, LLC (100%);",28214,W
2014,Great Western Oil & Gas Company - D-J Basin,1008794,"1700 Broadway, Suite 650",39.7434,-104.98739,Denver,DENVER,CO,80290,"Northern Colorado Oil & Gas Holdings, LLC (100%);",29440,W
2014,Green River Basin - AAPG Province 535,1008204,1099 18th St. #1800,39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,ANADARKO PETROLEUM CORP (100%);,178058,W
2014,Jonah Energy LLC_AAPG 535_Green River Basin,1011450,"707 17th Street, Suite 2700",39.74617,-104.99105,Denver,DENVER,CO,80202,Jonah Energy Holdings LLC (100%);,205161,W
2014,Kodiak Oil & Gas Corp.,1009742,"1625 Broadway, Suite 250",39.742394,-104.987374,Denver,DENVER,CO,80202,Kodiak Oil& Gas Corp. (100%);,0,W
2014,Laramie Energy II - Piceance Basin (585),1009785,"1512 Larimer St, Suite 1000",39.7484,-104.9976,Denver,DENVER COUNTY,CO,80202,"Laramie Energy II, LLC (100%);",27263,W
2014,Luff Exploration Company - 395 - Williston Basin,1009762,"1580 Lincoln Street, Suite 850",39.74138,-104.98613,Denver,DENVER,CO,80203,Luff Exploration Company (100%);,24799,W
2014,PDC Energy 540 Denver Basin,1009286,"1775 Sherman Street, Suite 3000",39.74453,-104.98517,Denver,DENVER COUNTY,CO,80203,"PDC Energy, INC (100%);",634604,W
2014,PUBLIC SERVICE CO DENVER STEAM PLT,1002817,1875 DELGANY STREET (19TH AND DELGANY),39.75583,-104.99924,DENVER,DENVER,CO,80202,XCEL ENERGY INC (100%);,64160,C
2014,Powder River Basin - AAPG Province 515,1008203,1099 18th St. #1800,39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,ANADARKO PETROLEUM CORP (100%);,105225,W
2014,Public Service Company of Colorado,1002895,1800 Larimer Street,39.75125,-104.99457,Denver,DENVER COUNTY,CO,80202,XCEL ENERGY INC (100%);,191428,"NN,W"
2014,"Resolute Natural Resources Company, LLC. 585 Paradox Basin",1009956,"1700 Lincoln St., Suite 2800",39.742905,-104.98738,Denver,DENVER,CO,80203,Resolute Natural Resources Co; Navajo Nation Oil and Gas (100%);,175145,"UU,W"
2014,"Resolute Natural Resources Compnay, LLC 430 Permian Basin",1011735,"1700 Lincoln St., Suite 2800",39.7436626,-104.9853113,Denver,,CO,80203,Resolute Natural Resources Company (100%);,37367,W
2014,SM Energy (Basin 220) South Texas,1009624,1775 Sherman St.,39.74453,-104.98517,Denver,DENVER COUNTY,CO,80203,SM Energy Company (100%);,238172,W
2014,SM Energy (Basin 260) East Texas,1009673,"1775 Sherman Street, Suite 1200",39.74453,-104.98517,Denver,DENVER COUNTY,CO,80203,SM Energy Company (100%);,27425,W
2014,SM Energy (Basin 345) East Central Oklahoma,1009562,"1775 Sherman Street, Suite 1200",39.74453,-104.98517,Denver,DENVER COUNTY,CO,80203,SM Energy Company (100%);,31092,W
2014,SM Energy (Basin 360) Texas Panhandle - West Oklahoma,1009564,"1775 Sherman Street, Suite 1200",39.74453,-104.98517,Denver,DENVER COUNTY,CO,80203,SM Energy Company (100%);,0,W
2014,SM Energy (Basin 393) Williston Basin,1009793,1775 Sherman Street,39.74453,-104.98517,Denver,DENVER COUNTY,CO,80203,SM Energy (100%);,400541,W
2014,SM Energy (Basin 430) Permian Basin,1009674,"1775 Sherman Street, Suite 1200",39.74453,-104.98517,Denver,DENVER COUNTY,CO,80203,SM Energy Company (100%);,83280,W
2014,SM Energy (Basin 515) Powder River Basin,1009830,1775 Sherman Street Suite 1200,39.74453,-104.98517,Denver,DENVER COUNTY,CO,80203,SM Energy (100%);,41565,W
2014,Saga Petroleum 160A Appalachian Basin Eastern Overthrust Area,1011295,"600 17th Street, Suite 1700N",39.74529,-104.99079,Denver,DENVER COUNTY,CO,80202,"Saga Petroleum, LLC (100%);",33361,W
2014,Saga Petroleum 200 Warrior Basin,1011297,"600 17th Street, Suite 1700N",39.74529,-104.99079,Denver,DENVER COUNTY,CO,80202,"Saga Petroleum, LLC (100%);",46396,W
2014,Slawson Exploration - Williston Basin 395,1009106,"1675 Broadway, #1600",39.742905,-104.98738,Denver,DENVER,CO,80202,"Slawson Companies, Inc. (100%);",544984,W
2014,Story Gulch Compressor Station,1010414,370 17th Street Suite 1700,39.74346,-104.98796,Denver,DENVER COUNTY,CO,80202,Hunter Ridge Energy Services LLC (100%);,65154,C
2014,Sundance Energy - Denver Basin,1011261,"633 17th Street, Suite 1950",39.74609,-104.99046,Denver,DENVER COUNTY,CO,80202,Sundance Energy Australia (100%);,0,
2014,Triangle USA Petroleum Corporation,1010505,"1200 17th Street, Suite 2600",39.74902,-104.99593,Denver,DENVER COUNTY,CO,80202,Triangle USA Petroleum Corporation (100%);,219770,W
2014,Uinta Basin - AAPG Province 575,1009165,1099 18th St. #1800,39.74945,-104.99266,Denver,DENVER COUNTY,CO,80202,ANADARKO PETROLEUM CORP (100%);,447640,W
2014,"WPX Energy Appalachia, LLC - 160A Appalachian basin (Eastern Overthrust area)",1008298,"1001 17th Street, Suite 1200",39.74893,-104.99342,Denver,DENVER COUNTY,CO,80202,"WPX Energy, Inc. (100%);",55149,W
2014,"WPX Energy Production, LLC - 580 San Juan basin",1008982,"1001 17th Street, Suite 1200",39.74893,-104.99342,Denver,DENVER COUNTY,CO,80202,"WPX Energy, Inc. (100%);",266900,W
2014,"WPX Energy Rocky Mountain, LLC - 595 Piceance basin",1008355,"1001 17th Street, Suite 1200",39.74893,-104.99342,Denver,DENVER COUNTY,CO,80202,"WPX Energy, Inc. (100%);",637583,W
2014,"WPX Energy Williston, LLC - 395 Williston basin",1009253,"1001 17th Street, Suite 1200",39.74893,-104.99342,Denver,DENVER COUNTY,CO,80202,"WPX Energy, Inc. (100%);",425451,W
2014,Whiting Oil and Gas Corporation 305 Michigan Basin,1009189,"1700 Broadway, Suite 2300",39.7434,-104.98739,Denver,DENVER,CO,80290,WHITING PETROLEUM CORP (100%);,11965,W
2014,Whiting Oil and Gas Corporation 395 Williston Basin,1009197,"1700 Broadway, Suite 2300",39.7434,-104.98739,Denver,DENVER,CO,80290,WHITING PETROLEUM CORP (100%);,1929966,W
2014,Whiting Oil and Gas Corporation 507 Central Western Overthrust,1009183,"1700 Broadway, Suite 2300",39.7434,-104.98739,Denver,DENVER,CO,80290,WHITING PETROLEUM CORP (100%);,23181,W
2014,Whiting Oil and Gas Corporation 540 Denver Basin,1009185,"1700 Broadway, Suite 2300",39.7434,-104.98739,Denver,DENVER,CO,80290,WHITING PETROLEUM CORP (100%);,151331,W
2014,Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,"1700 Broadway, Suite 2300",39.7434,-104.98739,Denver,DENVER,CO,80290,WHITING PETROLEUM CORP (100%);,7142,W
2014,Zuni,1001464,1335 ZUNI ST,39.7369,-105.0169,DENVER,Denver,CO,80204,XCEL ENERGY INC (100%);,23916,D
2014,Crescent Point Energy U.S. Corp - Uinta Basin (575) Operations,1008086,555 17th Street,39.7452,-104.98916,Denvere,DENVER COUNTY,CO,80202,Crescent Point Energy U.S. Corporation (100%);,53659,W
2014,SUMMIT COUNTY LANDFILL,1005695,639 LANDFILL RD,39.608712,-105.997922,DILLON AREA,SUMMIT,CO,80435,Summit County (100%);,32551,"C,HH"
2014,Arkansas Loop & Simpson Treating Plants,1001760,,37.0532,-107.7855,DURANGO,La Plata,CO,81303,Kinder Morgan (49%);Southern Ute Indian Tribe (51%);,259534,"C,W"
2014,Bondad Compressor Station,1001759,,37.0881,-107.8829,DURANGO,La Plata,CO,81301,Southern Ute Indian Tribe (51%);KINDER MORGAN (49%);,20430,C
2014,Coyote Gulch Treating Plant,1001946,,37.0141,-108.0615,DURANGO,La Plata,CO,81301,Kinder Morgan (49%);Southern Ute Indian Tribe (51%);,218505,"C,W"
2014,Florida River Gas Processing Facility,1003223,2906 CR 307,37.156617,-107.78686,Durango,LA PLATA,CO,81303,BP AMERICA INC (100%);,142485,"C,W"
2014,IGNACIO GAS PLANT,1002532,3746 CR 307,37.144682,-107.784839,DURANGO,LA PLATA,CO,81301,"WILLIAMS PARTNERS, LP (100%);",440899,"C,NN,W"
2014,LA PLATA \A\ CMP STN,1005882,3775 COUNTY ROAD 307,37.143579,-107.786771,DURANGO,LA PLATA,CO,81301,"ENERGY TRANSFER PARTNERS, LP (100%);",21488,"C,W"
2014,Outlaw Compressor Station,1001947,,37.1745,-107.7786,DURANGO,La Plata,CO,81303,Southern Ute Indian Tribe (51%);KINDER MORGAN (49%);,6478,C
2014,Sambrito Compressor Station,1001763,,37.0445,-107.4935,Durango,La Plata,CO,81301,KINDER MORGAN (49%);Southern Ute Indian Tribe (51%);,43490,C
2014,"CIG Station 5560 Kit Carson, CO",1001994,3073 US HIGHWAY 287,38.413345,-102.759485,EADS,KIOWA,CO,81036,"El Paso Pipelines Partners, L.P. (100%);",16881,"C,W"
2014,Crown Energy Partners 535 Green River,1010186,304 Inverness Way South Suite 125,39.56438,-104.86508,Englewood,DOUGLAS COUNTY,CO,80112,Crown Energy Partners LLC (100%);,0,
2014,Ultra Resources/Green River Basin,1009125,"304 Inverness Way South, Suite 295",39.56438,-104.86508,Englewood,DOUGLAS COUNTY,CO,80112,Ultra Petroleum Energy Corporation (100%);,247734,W
2014,Ultra Resources/Marcellus Shale,1008419,"304 Inverness Way South, Suite 295",39.56438,-104.86508,Englewood,DOUGLAS COUNTY,CO,80112,Ultra Petroleum Energy Corporation (100%);,64,W
2014,Ultra Resources/Uintah Basin,1011221,"304 Inverness Way South, Suite 295",39.56438,-104.86508,Englewood,DOUGLAS COUNTY,CO,80112,Ultra Petroleum Energy Corporation (100%);,62197,W
2014,Vantage Energy Appalachia II LLC 160A Appalachia Basin Eastern Overthrust Area,1011678,"116 Inverness Drive East, Suite 107",39.57929,-104.867,Englewood,ARAPAHOE COUNTY,CO,80112,"Vantage Energy II, LLC (100%);",71636,W
2014,Vantage Fort Worth Energy LLC 415 Strawn Basin,1011674,"116 Inverness Drive East, Suite 107",39.57929,-104.867,Englewood,ARAPAHOE COUNTY,CO,80112,"Vantage Energy, LLC (100%);",25057,W
2014,Vantage Fort Worth Energy LLC 420 Fort Worth Syncline,1011684,"116 Inverness Drive East, Suite 107",39.57929,-104.867,Englewood,ARAPAHOE COUNTY,CO,80112,"Vantage Energy, LLC (100%);",49466,W
2014,XTO Energy Inc 395 Williston,1008275,9127 S. Jamaica Street,39.55068,-104.86584,Englewood,ARAPAHOE,CO,80112,EXXONMOBIL CORP (100%);,1106021,W
2014,XTO Energy Inc 507 Central Western Overthrust,1008078,9127 S. Jamaica St.,39.55068,-104.86584,Englewood,ARAPAHOE,CO,80112,EXXONMOBIL CORP (100%);,66978,W
2014,DENVER REGIONAL LANDFILL,1005633,1441 WELD COUNTY ROAD 6,40.024535,-105.027726,ERIE,BOULDER,CO,80516,"WASTE CONNECTIONS, INC (100%);",171092,HH
2014,Denver Regional North Landfill,1007700,1441 Weld County Rd 6,40.024535,-105.027726,Erie,BOULDER,CO,80516,"REPUBLIC SERVICES, INC (100%);",4766,HH
2014,FRONT RANGE LANDFILL,1003911,1830 WELD COUNTY ROAD 5,40.026864,-105.018265,ERIE,BOULDER,CO,80516,"WASTE CONNECTIONS, INC (100%);",128248,HH
2014,Holcim (US) Inc. - Portland Plant,1003008,3500 Highway 120,38.386936,-105.039244,Florence,FREMONT,CO,81226,Holcim (US) Inc. (100%);,1004992,"C,H"
2014,FORT CARSON USARMY,1007910,"1626 Evans Street, Bldg 1219",38.76408,-104.79509,Fort Carson,EL PASO,CO,80913,US GOVERNMENT (%);,60170,C
2014,ANHEUSER BUSCH INCORPORATED FORT COLLINS BREWERY,1003352,2351 BUSCH DRIVE,40.619722,-105.006111,FORT COLLINS,LARIMER,CO,80524,Anheuser-Busch (100%);,50493,"C,PP"
2014,Avago Technologies,1008734,4380 Ziegler Road,40.52659,-105.01752,Fort Collins,LARIMER COUNTY,CO,80525,Avago Technologies U.S. Inc. (100%);,213562,"C,I"
2014,COLORADO STATE UNIVERSITY,1004581,6030 Campus Delivery,40.57,-105.09,FORT COLLINS,LARIMER,CO,80523,Board of Governors of the Colorado State University System (100%);,46486,C
