REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ponds,unlined,landfill,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2014,Seminole (FL),1000084,STATE HIGHWAY 17,29.7333,-81.6339,PALATKA,Putnam,FL,,,,32708,"SEMINOLE ELECTRIC COOPERATIVE, INC (100%);",7175472,D
2014,Shady Hills,1006678,14240 MERCHANT ENERGY WAY,28.3665,-82.5591,SHADY HILLS,Pasco,FL,,,,34610,GENERAL ELECTRIC CO (GE CO) (100%);,352531,"C,D"
2014,St Johns River Power Park,1006587,11201 NEW BURLIN ROAD,30.4311,-81.5508,JACKSONVILLE,Duval,FL,,,,32226,FLORIDA POWER & LIGHT CO (20%);JEA (80%);,7230105,"C,D"
2014,Stanton Energy Center,1007317,5100 S ALAFAYA TRAIL,28.4881,-81.1675,ORLANDO,Orange,FL,,,,32831,Southern Company (100%);,791679,D
2014,Stock Island,1001058,6900 FRONT ST EXTENSION,24.5636,-81.7342,STOCK ISLAND,Monroe,FL,,,,33041,Florida Municipal Power Agency (100%);,3485,"C,D"
2014,Suwannee River Power Plant,1001490,4037 RIVER ROAD,30.3764,-83.1806,LIVE OAK,Suwannee,FL,,,,32060,DUKE ENERGY CORP (100%);,370565,"C,D"
2014,TREASURE COAST ENERGY CENTER,1002818,4545 ENERGY LANE,27.3839,-80.3775,FORT PIERCE,St. Lucie,FL,,,,34981,Florida Municipal Power Agency (100%);,709572,D
2014,Tiger Bay Cogeneration Facility,1001137,3219 STATE ROAD 630 WEST,27.7447,-81.85,FORT MEADE,Polk,FL,,,,33841,DUKE ENERGY CORP (100%);,426061,"C,D"
2014,Tom G.Smith Power Plant,1004420,117 College Street,26.6125,-80.0678,Lake Worth,Palm Beach,FL,,,,33461,City of Lake Worth Utilities (100%);,4048,D
2014,Turkey Point,1007159,9700 SW 344TH ST,25.4356,-80.3308,HOMESTEAD,Miami-Dade,FL,,,,33035,FLORIDA POWER & LIGHT CO (100%);,2514778,D
2014,University of Florida Cogeneration Plant,1000402,BUILDING 82 MOWRY ROAD,29.6397,-82.3486,GAINESVILLE,Alachua,FL,,,,32611,DUKE ENERGY CORP (100%);,206804,"C,D"
2014,Vandolah Power Project,1000814,2394 VANDOLAH ROAD,27.5242,-81.9236,WAUCHULA,Hardee,FL,,,,33873,"Northern Star Generation, L.L.C. (100%);",184867,"C,D"
2014,Vero Beach Municipal,1001502,100 17TH ST,27.6311,-80.3758,VERO BEACH,Indian River,FL,,,,32961,City of Vero Beach (100%);,0,
2014,West County Energy Center,1007171,20505 STATE RD 80,26.6986,-80.3747,LOXAHATCHEE,Palm Beach,FL,,,,33470,FLORIDA POWER & LIGHT CO (100%);,7412065,"C,D"
2014,Wheelabrator Ridge Energy Inc.,1001000,3131 K-Ville Avenue,28.0271,-81.8458,Auburndale,Polk,FL,,,,33823,Energy Capitol Partners LLC (100%);,91320,C
2014,AL Sandersville,1000129,1600 MILLS LINDSEY SCHOOL ROAD,33.1189,-82.8608,WARTHEN,Washington,GA,,,,31094,"AL SANDERSVILLE, LLC (100%);",5634,D
2014,Baconton,1001409,2237 HATCHER HILL RD,31.3869,-84.0819,BACONTON,Mitchell,GA,,,,31716,Tejas Power Generation LLC (35%);Sowega Energy Resources LLC (65%);,16548,"C,D"
2014,Bowen,1001505,317 COVERED BRIDGE ROAD SW,34.1256,-84.9192,CARTERSVILLE,Bartow,GA,,,,30120,SOUTHERN CO (100%);,15642273,"C,D"
2014,Chattahoochee Energy Facility,1001178,3459 HOLLINGSWORTH FERRY RD,33.407,-85.0387,FRANKLIN,Heard,GA,,,,30217,OGLETHORPE POWER CORP (100%);,1174306,D
2014,Dahlberg (Jackson County),1001147,585 JARRETT ROAD,34.0386,-83.3972,NICHOLSON,Jackson,GA,,,,30565,Southern Company (100%);,243727,"C,D"
2014,Doyle Generating Facility,1005702,1318 GRATIS ROAD,33.8376,-83.6996,MONROE,Walton,GA,,,,30656,Walton EMC (100%);,11176,D
2014,Edward L Addison Generating Plant,1001392,95 Edward L Addison Parkway,32.911,-84.3059,THOMASTON,Upson,GA,,,,30286,Southern Company (100%);,293255,D
2014,"Effingham County Power, LLC",1000811,3440 MCCALL ROAD,32.2792,-81.2842,RINCON,Effingham,GA,,,,31326,EFFINGHAM COUNTY POWER LLC (100%);,583630,"C,D"
2014,Hammond,1001506,5963 ALABAMA HWY SW,34.2533,-85.3456,ROME,Floyd,GA,,,,30129,SOUTHERN CO (100%);,1235821,D
2014,Harllee Branch,1001507,1100 MILLEDGEVILLE ROAD,33.1942,-83.2994,MILLEDGEVILLE,Putnam,GA,,,,31061,SOUTHERN CO (100%);,2511106,D
2014,Hartwell Energy Facility,1000085,415 SMITH MCGEE HWY,34.3387,-82.8207,HARTWELL,Hart,GA,,,,30643,OGLETHORPE POWER CORP (100%);,27139,D
2014,Hawk Road Energy Facility,1005921,624 HAWK RD,33.3577,-84.9912,FRANKLIN,Heard,GA,,,,30217,OGLETHORPE POWER CORP (100%);,117125,D
2014,Jack McDonough,1001508,5551 SOUTH COBB DRIVE,33.8244,-84.475,SMYRNA,Cobb,GA,,,,30080,SOUTHERN CO (100%);,6315754,"C,D"
2014,Kraft,1006574,CROSSGATE ROAD,32.1486,-81.1458,PORT WENTWORTH,Chatham,GA,,,,31405,SOUTHERN CO (100%);,676984,"C,D"
2014,"MPC Generating, LLC",1001146,208 CHERRY HILL ROAD,33.8122,-83.6954,MONROE,Walton,GA,,,,30656,"MPC GENERATING, LLC (100%);",3588,D
2014,McIntosh,1001031,981 OLD AUGUSTA ROAD,32.3558,-81.1683,RINCON,Effingham,GA,,,,31326,SOUTHERN CO (100%);,351598,"C,D"
2014,McIntosh Combined Cycle Facility,1000460,900 Old Augusta Road Central,32.3478,-81.1828,RINCON,Effingham,GA,,,,31326,SOUTHERN CO (100%);,2776698,D
2014,McManus,1001509,ONE CRISPEN ISLAND,31.2125,-81.5458,BRUNSWICK,Glynn,GA,,,,31523,SOUTHERN CO (100%);,0,
2014,Mid-Georgia Cogeneration,1005799,200 OAKY WOODS ROAD,32.4853,-83.6036,KATHLEEN,Houston,GA,,,,31047,"MID GEORGIA COGEN, LP (100%);",102861,"C,D"
2014,Mitchell (GA),1001510,5200 RADIUM SPRINGS ROAD,31.4444,-84.1322,ALBANY,Dougherty,GA,,,,31705,SOUTHERN CO (100%);,80835,"C,D"
2014,Robins,1001118,1300 MACON ST FACILITY,32.5806,-83.5831,ROBINS AFB,Houston,GA,,,,31098,SOUTHERN CO (100%);,0,
2014,Scherer,1001051,10986 HIGHWAY 87,33.0583,-83.8072,JULIETTE,Monroe,GA,,,,31046,SOUTHERN CO (29%);FLORIDA POWER & LIGHT CO (19%);DALTON UTILITIES (1%);OGLETHORPE POWER CORP (30%);Municipal Electric Authority of Georgia (15%);JEA (6%);,20482460,"C,D"
2014,Sewell Creek Energy,1001151,1031 Sewell Creek Road,33.9486,-85.2769,Cedartown,Polk,GA,,,,30125,SMARR EMC (100%);,94590,"C,D"
2014,Smarr Energy Facility,1001156,1077 RUMBLE RD,32.9856,-83.8464,FORSYTH,Monroe,GA,,,,31029,SMARR EMC (100%);,19268,"C,D"
2014,Sowega Power Project,1007293,2237 HATCHER HILL RD,31.3869,-84.0814,BACONTON,Mitchell,GA,,,,31716,Georgia Energy Cooperative (100%);,34073,"C,D"
2014,Talbot Energy Facility,1005807,9125 CARTLEDGE RD,32.5892,-84.6917,BOX SPRINGS,Talbot,GA,,,,31801,OGLETHORPE POWER CORP (100%);,145946,"C,D"
2014,Tenaska Georgia Generating Station,1001302,2100 GEORGIA BROWN ROAD,33.3516,-84.9996,FRANKLIN,Heard,GA,,,,30217,"Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC (35%);Tyr Energy, Inc. and Chubu Electric Power Co., Inc. (35%);Diamond Generating Corporation (30%);",52856,"C,D"
2014,Thomas A. Smith Energy Facility,1000801,925 LOOPERS BRIDGE ROAD,34.7094,-84.9182,DALTON,Murray,GA,,,,30721,OGLETHORPE POWER CORP (100%);,801453,"C,D"
2014,"Walton County Power, LLC",1001328,920 BIRCH ST,33.8147,-83.6969,MONROE,Walton,GA,,,,30656,"WALTON COUNTY POWER, LLC (100%);",121694,"C,D"
2014,Wansley (6052),1001015,3461 HOLLINGSWORTH FERRY ROAD,33.4124,-85.0345,FRANKLIN,Heard,GA,,,,30170,SOUTHERN CO (72%);OGLETHORPE POWER CORP (18%);DALTON UTILITIES (1%);Municpal Electric Authority of Georgia (9%);,4879400,"C,D"
2014,Wansley (7946),1007100,3461 HOLLINGSWORTH FERRY RD,33.4082,-85.0399,FRANKLIN,Heard,GA,,,,30217,Municipal Electric Authority of Georgia (100%);,638728,D
2014,Wansley,1010612,3461 Hollingsworth Ferry Rd,33.4071,-85.0379,Franklin,HEARD,GA,,,,30170,Southern Company (100%);,2261608,D
2014,"Washington County Power, LLC",1000791,1177 COUNTY LINE ROAD,33.0917,-82.9803,SANDERSVILLE,Washington,GA,,,,31082,"Washington County Power, LLC (100%);",34441,"C,D"
2014,Yates,1001511,708 DYER ROAD,33.4622,-84.8986,NEWNAN,Coweta,GA,,,,30264,SOUTHERN CO (100%);,759662,D
2014,GUAM POWER AUTHORITY - CABRAS POWER PLANT,1007221,322 CABRAS HIGHWAY,13.463639,144.685472,PITI,GUAM,GU,,,,96915,GUAM POWER AUTHORITY (100%);,736847,C
2014,Marianas Energy Company,1011451,180 Cabras Highway,13.4635788,144.6782157,Piti,,GU,,,,96915,OSAKA GAS ENERGY AMERICA CORP (100%);,439004,C
2014,Tanguisson Power Plant,1004611,NCS,13.541741,144.807727,Dededo,GUAM,GU,,,,96929,"Pruvient Energy Guam, Inc. (0%);Pruvient Energy Guam Investments Inc.  (100%);",72665,C
2014,AES Hawaii,1005972,91-086 KAOMI LP,21.301222,-158.107306,KAPOLEI,HONOLULU,HI,,,,96707,THE AES CORP (100%);,1317081,C
2014,HAMAKUA ENERGY PARTNERS,1001802,45-300 LEHUA STREET,20.094083,-155.471028,HONOKAA,HAWAII,HI,,,,96727,"Great Point Power Hamakua Holdings, LLC (100%);",105572,C
2014,HAWAII ELECTRIC LIGHT CO (HELCO) - KANOELEHUA HILL GENERATING STATION,1001552,54 HALEKAUILA STREET,19.70414,-155.06134,HILO,HAWAII COUNTY,HI,,,,96720,"Hawaii Electric Light Company, Inc. (100%);",171960,C
2014,HAWAII ELECTRIC LIGHT CO (HELCO) - KEAHOLE GENERATING STATION,1001557,73-4249 PUKIAWE ST.,19.716,-156.03327,KAILUA KONA,HAWAII,HI,,,,96740,"Hawaii Electric Light Company, Inc. (100%);",210674,C
2014,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,1001555,,19.6316,-155.0312,KEAAU,Hawaii,HI,,,,96749,"Hawaii Electric Light Company, Inc. (100%);",50243,C
2014,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,1007845,475 KAMEHAMEHA HIGHWAY,21.388997,-157.961171,PEARL CITY,HONOLULU,HI,,,,96782,"HAWAIIAN ELECTRIC CO, INC (100%);",882924,C
2014,HAWAIIAN ELECTRIC COMPANY (HECO) CAMPBELL INDUSTRIAL PARK GENERATING STATION,1006105,91-196 HANUA ST,21.310595,-158.10339,KAPOLEI,HONOLULU,HI,,,,96707,"HAWAIIAN ELECTRIC CO, INC (100%);",83,C
2014,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1007740,92-200 Farrington Highway,21.344189,-158.117664,Kapolei,HONOLULU,HI,,,,96707,"HAWAIIAN ELECTRIC CO, INC (100%);",2132492,C
2014,HAWAIIAN ELECTRIC COMPANY (HECO)-HONOLULU GENERATING STATION,1005886,170 ALA MOANA BLVD,21.305722,-157.864111,HONOLULU,HONOLULU,HI,,,,96813,"Hawaiian Electric Company, Inc. (100%);",2073,C
2014,KALAELOA COGENERATION PLANT,1006670,91-111 KALAELOA BOULEVARD,21.301643,-158.096275,KAPOLEI,HONOLULU,HI,,,,96707,KALAELOA PARTNERS LP (100%);,915443,C
2014,KAUAI ISLAND UTILITY COOPERATIVE - KAPAIA POWER STATION,1001765,4941-K MAALO RD,21.9786,-159.3422,LIHUE,KAUAI,HI,,,,96766,KAUAI ISLAND UTILITY COOPERATIVE (100%);,125362,C
2014,"KAUAI ISLAND UTILITY COOPERATIVE, PORT ALLEN GENERATING STATION",1001768,261-A AKAULA RD,21.899653,-159.585807,ELEELE,KAUAI COUNTY,HI,,,,96705,KAUAI ISLAND UTILITY COOPERATIVE (100%);,125971,C
2014,MAUI ELECTRIC CO (MECO) - KAHULUI GENERATING STATION,1001437,200 HOBRON LANE,20.89654,-156.46221,KAHULUI,MAUI COUNTY,HI,,,,96732,"MAUI ELECTRIC CO, LTD (100%);",139849,C
2014,MAUI ELECTRIC CO (MECO) - MAALAEA GENERATING STATION,1001438,1000 NORTH KIHEI ROAD,20.801363,-156.49269,KIHEI,MAUI,HI,,,,96753,"MAUI ELECTRIC CO, LTD (100%);",462576,C
2014,MAUI ELECTRIC CO (MECO) - PALAAU GENERATING STATION,1007188,32A ULILI STREET,21.105933,-157.06419,KAUNAKAKAI,MAUI,HI,,,,96748,"MAUI ELECTRIC CO, LTD (100%);",24035,C
2014,Ames Electric Services Power Plant,1005802,200 E 5TH ST,42.0247,-93.6069,AMES,Story,IA,,,,50010,City of Ames (100%);,348776,D
2014,Burlington (IA),1001553,4282 SULLIVAN SLOUGH ROAD,40.7412,-91.1168,BURLINGTON,Des Moines,IA,,,,52601,ALLIANT ENERGY CORP (100%);,1272499,"C,D"
2014,Dayton Avenue Substation,1000448,2300 PULLMAN ST,42.0269,-93.5828,AMES,Story,IA,,,,50010,City of Ames (100%);,427,"C,D"
2014,Dubuque,1001546,920 KERPER ROAD,42.506,-90.6527,DUBUQUE,Dubuque,IA,,,,52004,ALLIANT ENERGY CORP (100%);,14722,"C,D"
2014,Earl F Wisdom,1001570,3365 165 AVE,43.1606,-95.2569,SPENCER,Clay,IA,,,,51301,Basin Electric Power Cooperative (33%);CORN BELT POWER COOPERATIVE (67%);,16629,"C,D"
2014,Electrifarm,1000521,3233 WEST SHAULIS RD,42.4407,-92.4205,WATERLOO,Black Hawk,IA,,,,50701,"Berkshire Hathaway, Inc. (100%);",22684,C
2014,Emery Station,1000317,11295 230TH ST,43.094,-93.2922,CLEAR LAKE,Cerro Gordo,IA,,,,50428,ALLIANT ENERGY CORP (100%);,381163,"C,D"
2014,Exira Station,1000414,3429 JAY AVE,41.5131,-94.9189,BRAYTON,Audubon,IA,,,,50042,WESTERN MINNESOTA MUNICIPAL POWER AGENCY (100%);,2853,"C,D"
2014,Fair Station,1001571,3800 HWY 22,41.4569,-90.8233,MUSCATINE,Muscatine,IA,,,,52761,Central Iowa Power Cooperative (100%);,0,
2014,George Neal North,1001612,1151   260th ST,42.3251,-96.3797,SERGEANT BLUFF,Woodbury,IA,,,,51054,"Alliant Energy (15.18%);Berkshire Hathaway, Inc (84.82%);",3428898,"C,D"
2014,George Neal South,1001117,2761 PORT NEAL CIRCLE,42.3022,-96.3622,SALIX,Woodbury,IA,,,,51052,"Laurens Municipal Light & Power (0.521%);Milford Municipal Utilities (0.347%);Coon Rapids Municipal Utilities (0.521%);Webster City Municipal Utilities (2.604%);Northwestern Energy (8.681%);Bancroft Municipal Utilities (0.347%);Corn Belt Power Cooperative (9.028%);Cedar Falls Municipal Utilities (2.5%);Berkshire Hathaway, Inc. (40.57%);Spencer Municipal Utilities (1.215%);Alliant Energy (25.695%);Algona Municipal Utilities (2.937%);Graettinger Municipal Light Plant (0.174%);Northwest Iowa Power Cooperative (4.86%);",4225070,"C,D"
2014,Greater Des Moines Energy Center,1000223,4401A CARLISLE RD,41.5563,-93.5283,PLEASANT HILL,Polk,IA,,,,50317,"Berkshire Hathaway, Inc. (100%);",40640,"C,D"
2014,Lansing,1007419,2320 POWER PLANT DRIVE,43.3359,-91.1672,LANSING,Allamakee,IA,,,,52151,ALLIANT ENERGY CORP (100%);,1431918,"C,D"
2014,Lime Creek,1001083,24510 ORCHID AVE,43.2481,-93.2046,MASON CITY,Cerro Gordo,IA,,,,50401,ALLIANT ENERGY CORP (100%);,315,"C,D"
2014,Louisa,1001060,8602 172 ST,41.3153,-91.0936,MUSCATINE,Louisa,IA,,,,52761,"Central Iowa Power Cooperative (4.6%);ELDRIDGE ELECTRIC & WATER UTILITIES (0.5%);City of Tipton (0.5%);WAVERLY LIGHT & POWER (1.1%);City of Harlan (0.8%);Alliant Energy (4%);City of Geneseo (0.5%);Berkshire Hathaway, Inc. (88%);",4727655,"C,D"
2014,Milton L Kapp,1007301,2001 BEAVER CHANNEL PARKWAY,41.8081,-90.2345,CLINTON,Clinton,IA,,,,52733,ALLIANT ENERGY CORP (100%);,902282,"C,D"
2014,Muscatine,1001564,3205 CEDAR ST,41.3917,-91.0569,MUSCATINE,Muscatine,IA,,,,52761,Muscatine Power & Water (100%);,1502650,"C,D,DD"
2014,Ottumwa,1001050,20775 POWER PLANT ROAD,41.0961,-92.5556,OTTUMWA,Wapello,IA,,,,52548,BERKSHIRE HATHAWAY (52%);ALLIANT ENERGY CORP (48%);,3209167,"C,D"
2014,Pella,1001567,519 OSKALOOSA,41.3981,-92.9144,PELLA,Marion,IA,,,,50219,City of Pella (100%);,0,
2014,Pleasant Hill Energy Center,1001079,3191 SE 45 ST,41.5572,-93.5242,PLEASANT HILL,Polk,IA,,,,50317,"Berkshire Hathaway, Inc. (100%);",6914,"C,D"
2014,Prairie Creek,1001548,3300 C ST SW,41.9439,-91.6386,CEDAR RAPIDS,Linn,IA,,,,52404,ALLIANT ENERGY CORP (100%);,1425614,"C,D"
2014,Riverside,1001550,6001 STATE ST,41.5404,-90.4483,BETTENDORF,Scott,IA,,,,52722,"Berkshire Hathaway, Inc. (100%);",633391,"C,D"
2014,Streeter Station,1001556,1 UTILITY PARKWAY,42.5267,-92.4394,CEDAR FALLS,Black Hawk,IA,,,,50613,Cedar Falls Municipal Electric Utility (100%);,22656,"C,D"
2014,Summit Lake,1000498,1632 REA RD,41.1141,-94.3499,CRESTON,Union,IA,,,,50801,CENTRAL IOWA POWER COOPERATIVE (100%);,4744,C
2014,Sutherland,1001549,3000 E MAIN ST RD,42.0472,-92.8627,MARSHALLTOWN,Marshall,IA,,,,50158,ALLIANT ENERGY CORP (100%);,48812,"C,D"
2014,Sycamore Combustion Turbine,1000520,6141 NW BEAVER DR,41.6722,-93.6769,JOHNSTON,Polk,IA,,,,50323,"Berkshire Hathaway, Inc. (100%);",3756,C
2014,Walter Scott Jr Energy Center,1001551,7215 NAVAJO ST,41.18,-95.8408,COUNCIL BLUFFS,Pottawattamie,IA,,,,51501,"Atlantic Municipal Utilities (1.07%);Corn Belt Power Cooperative (4.41%);Montezuma Municipal Light & Power (0.21%);Berkshire Hathaway, Inc. (71%);Lincoln Electric System (6.3%);Waverly Light & Power (0.2%);ELDRIDGE ELECTRIC & WATER UTILITIES (0.26%);West Bend Municipal Utilities (0.07%);CENTRAL IOWA POWER COOPERATIVE (9.66%);New Hamption Municipal Light Plant (0.28%);Cedar Falls Municipal Utilities (2.39%);Municipal Energy Agency of Nebraska (3.44%);Spencer Municipal Utilities (0.57%);Sumner Municipal Light Plant (0.07%);Alta Municipal Utilities (0.07%);",10219630,"C,D"
2014,Bennett Mountain Power Project,1000244,2750 NE Industrial Way,43.147,-115.6671,Mountain Home,Elmore,ID,,,,83647,IDACORP (100%);,41442,"C,D"
2014,Evander Andrews Power Complex,1000120,1862 NW Mashburn Road,43.1794,-115.7328,Mountain Home,Elmore,ID,,,,83647,IDACORP (100%);,31957,"C,D"
2014,GLENNS FERRY COGEN FACILITY,1000578,599 EAST HARRISON ST.,42.95189,-115.29933,GLENNS FERRY,ELMORE,ID,,,,83623,"EOG RESOURCES, INC (100%);",15,C
2014,Langley Gulch Power Plant,1007379,3806 Highway 30 South,43.9046,-116.8181,New Plymouth,Payette,ID,,,,83655,IDACORP (100%);,389632,D
2014,RUPERT COGEN PROJECT,1000577,811 SOUTH ONEIDA ST.,42.606193,-113.682112,RUPERT,MINIDOKA,ID,,,,83350,"EOG RESOURCES, INC (100%);",48550,C
2014,Rathdrum Combustion Turbine Project,1001124,5999 W BOEKEL ROAD,47.8034,-116.869,RATHDRUM,Kootenai,ID,,,,83858,AVISTA CORP (100%);,7595,"C,D"
2014,"Rathdrum Power, LLC",1001352,9924 WEST LANCASTER ROAD,47.7861,-116.9214,RATHDRUM,Kootenai,ID,,,,83858,"POLARIS ENERGY, LLC C/O TYR ENERGY, INC. (100%);",461465,"C,D"
2014,"Advanced Tri-Gen Power Systems, LLC",1006553,1823 East Neal Lane,40.84299,-89.56419,Mossville,PEORIA,IL,,,,61552,CATERPILLAR INC (100%);,118194,C
2014,Aurora,1001397,2909 NORTH EOLA ROAD,41.8151,-88.2265,AURORA,Dupage,IL,,,,60504,NRG ENERGY INC (100%);,33405,"C,D"
2014,Baldwin Energy Complex,1007302,10901 BALDWIN RD,38.205,-89.855,BALDWIN,Randolph,IL,,,,62217,DYNEGY INC (100%);,11427114,"C,D"
2014,"Calumet Energy Team, LLC",1005756,11653 S TORRENCE AVE,41.6835,-87.5563,CHICAGO,Cook,IL,,,,60617,GDF SUEZ ENERGY NORTH AMERICA INC (100%);,67312,D
2014,Coffeen,1006889,134 CIPS LANE,39.0586,-89.4031,COFFEEN,Montgomery,IL,,,,62017,DYNEGY INC (100%);,5383255,"C,D"
2014,Cordova Energy Company,1001354,24712 192ND AVE NORTH,41.7146,-90.2802,CORDOVA,Rock Island,IL,,,,61242,"BERKSHIRE HATHAWAY (89.85%);ABEL, GREGORY E. c/o MIDAMERICAN ENERGY HOLDINGS COMPANY (0.8%);SCOTT, WALTER JR. c/o MIDAMERICAN ENERGY HOLDINGS COMPANY (9.35%);",25181,"C,D"
2014,Crawford,1001518,3501 S Pulaski AVE,41.8278,-87.7236,CHICAGO,Cook,IL,,,,60623,EDISON INTERNATIONAL (100%);,0,
2014,Crete Energy Park,1001384,25400 HARTMAN DRIVE,41.4297,-87.6187,CRETE,Will,IL,,,,60417,"Tenaska PFG II, LLC (0.06%);TPF II-A, L.P. (20.7%);TPF II-B, L.P. (10.23%);TPF II, L.P. (69.01%);",21482,"C,D"
2014,Dallman,1001529,3100 STEVENSON DRIVE,39.7539,-89.6011,SPRINGFIELD,Sangamon,IL,,,,62703,City  of Springfield (100%);,2592031,"C,D"
2014,Duck Creek,1001004,17751 N CILCO ROAD,40.4663,-89.9841,CANTON,Fulton,IL,,,,61520,DYNEGY INC (100%);,2146822,"C,D"
2014,"Dynegy Energy Lee II, LLC",1001380,1674 RED BRICK RD,41.8287,-89.4054,DIXON,Lee,IL,,,,61021,DUKE ENERGY CORP (100%);,22465,D
2014,Dynegy Kendall Energy Facility,1001330,1401 COUNTY LINE ROAD,41.4797,-88.2581,MINOOKA,Kendall,IL,,,,60447,DYNEGY INC (100%);,917338,"C,D"
2014,E D Edwards,1001514,7800 SOUTH CILCO LANE,40.5958,-89.6631,BARTONVILLE,Peoria,IL,,,,61607,DYNEGY INC (100%);,3775964,D
2014,"ENERGY SYSTEMS GROUP, LLC- North Chicago Energy Center",1001316,"3001  GREEN BAY RD, Bldg 195",42.3085,-87.86253,NORTH CHICAGO,LAKE,IL,,,,60064,Amalgamated Bank of Chicago (100%);,38228,C
2014,"Elgin Energy Center, LLC",1000817,1559 GIFFORD ROAD,41.9997,-88.2445,ELGIN,Cook,IL,,,,60120,"Rockland Power Partners II, LP (100%);",39326,"C,D"
2014,Elwood Energy Facility,1001359,24391 PATTERSON RD,41.4388,-88.1236,ELWOOD,Will,IL,,,,60421,EQUIPOWER RESOURCES CORP (50%);J POWER USA DEVELOPMENT CO LTD (50%);,174561,"C,D"
2014,Factory Gas Turbine,1000164,1900 FACTORY ST,39.8266,-89.6368,SPRINGFIELD,Sangamon,IL,,,,62702,City of Springfield (100%);,0,
2014,Fisk,1007201,1111 W CERMAK RD,41.8508,-87.6533,CHICAGO,Cook,IL,,,,60608,NRG ENERGY INC (100%);,2206,C
2014,Freedom Power Project,1001164,2516 N. 2125 St.,39.1025,-88.8589,Saint Elmo,Fayette,IL,,,,62458,"Southwestern Electric Cooperative, Inc. (100%);",380,D
2014,Geneva Energy LLC,1006422,1705 Cottage Grove,41.5001,-87.5958,Ford Heights,Cook,IL,,,,60411,"Geneva Energy, LLC (100%);",0,
2014,"Gibson City Energy Center, LLC",1001361,545 N JORDAN DR,40.4705,-88.3987,GIBSON CITY,Ford,IL,,,,60936,"Rockland Power Partners II, LP (100%);",9398,"C,D"
2014,Goose Creek Power Plant,1000264,760 EAST 2150 NORTH ROAD,40.1083,-88.5986,MONTICELLO,Piatt,IL,,,,61856,AMEREN CORP (100%);,115,"C,D"
2014,"Grand Tower Energy Center, LLC",1001515,1820 POWER PLANT ROAD,37.6578,-89.5119,GRAND TOWER,Jackson,IL,,,,62942,Mainline Generation LLC (100%);,47442,"C,D"
2014,Havana,1001524,15260 N STATE ROUTE 78,40.2797,-90.0775,HAVANA,Mason,IL,,,,62644,DYNEGY INC (100%);,3030043,"C,D"
2014,Hennepin Power Station,1001525,13498 EAST 800TH ST,41.3017,-89.3136,HENNEPIN,Putnam,IL,,,,61327,DYNEGY INC (100%);,1796026,"C,D"
2014,Holland Energy Facility,1000792,RR2: 270 A,39.2242,-88.7594,BEECHER CITY,Shelby,IL,,,,62414,WABASH VALLEY POWER (50%);HOOSIER ENERGY REC INC (50%);,132890,"C,D"
2014,Hutsonville,1001516,15142 E 1900TH AVE,39.1333,-87.6597,HUTSONVILLE,Crawford,IL,,,,62433,Ameren Corp (100%);,0,D
2014,Interstate,1001122,3570 RIDGELY ROAD,39.8233,-89.5888,SPRINGFIELD,Sangamon,IL,,,,62707,City of Springfield (100%);,5980,D
2014,Joliet 29,1001453,1800 CHANNAHON RD,41.4947,-88.125,JOLIET,Will,IL,,,,60436,NRG ENERGY INC (100%);,5179976,"C,D"
2014,Joliet 9,1001519,1601 PATTERSON RD,41.4947,-88.125,JOLIET,Will,IL,,,,60436,NRG ENERGY INC (100%);,1229483,"C,D"
2014,Joppa Steam,1000340,2100 PORTLAND ROAD,37.2103,-88.8606,JOPPA,Massac,IL,,,,62953,DYNEGY INC (80%);Kentucky Utilities Co (20%);,7231104,"C,D"
2014,Kincaid Generation LLC,1001520,4 MILES WEST OF KINCAID on RT 104,39.5906,-89.4964,KINCAID,Christian,IL,,,,62540,EQUIPOWER RESOURCES CORP (100%);,6261985,"C,D"
2014,Kinmundy Power Plant,1007209,2816 KINOKA ROAD,38.7619,-89.0128,PATOKA,Marion,IL,,,,62875,AMEREN CORP (100%);,2732,"C,D"
2014,"LSP University Park, LLC",1000135,787 INDUSTRIAL DRIVE,41.4426,-87.7515,UNIVERSITY PARK,Will,IL,,,,60466,"LS Power Development, LLC (100%);",89549,D
2014,Lincoln Generating Facility,1001369,27155 SOUTH KANKAKEE Street,41.3937,-87.9437,MANHATTAN,Will,IL,,,,60442,"Tenaska PFG II, LLC (0.06%);TPF II, L.P. (69.01%);TPF II-A, L.P. (20.7%);TPF II-B, L.P. (10.23%);",33254,"C,D"
2014,MEPI Gt Facility,1001168,2200 PORTLAND ROAD,37.2175,-88.8658,JOPPA,Massac,IL,,,,62953,DYNEGY INC (100%);,0,"C,D"
2014,Marion,1001530,11543 LAKE OF EGYPT RD,37.6206,-88.955,MARION,Williamson,IL,,,,62959,SOUTHERN ILLINOIS POWER COOPERATIVE (100%);,2275654,D
